Id,ActivityHour,date,time,Calories,TotalIntensity,AverageIntensity
1503960366,4/13/2016 4:00,4/13/2016,4:00:00 AM,47,0,0
1503960366,4/13/2016 5:00,4/13/2016,5:00:00 AM,47,0,0
1503960366,4/13/2016 6:00,4/13/2016,6:00:00 AM,48,0,0
1503960366,4/13/2016 7:00,4/13/2016,7:00:00 AM,59,8,0.133333
1503960366,4/13/2016 8:00,4/13/2016,8:00:00 AM,69,12,0.2
1503960366,4/13/2016 9:00,4/13/2016,9:00:00 AM,136,27,0.45
1503960366,4/13/2016 10:00,4/13/2016,10:00:00 AM,77,15,0.25
1503960366,4/13/2016 11:00,4/13/2016,11:00:00 AM,84,16,0.266667
1503960366,4/13/2016 12:00,4/13/2016,12:00:00 PM,82,15,0.25
1503960366,4/13/2016 13:00,4/13/2016,1:00:00 PM,72,10,0.166667
1503960366,4/13/2016 14:00,4/13/2016,2:00:00 PM,128,46,0.766667
1503960366,4/13/2016 15:00,4/13/2016,3:00:00 PM,79,13,0.216667
1503960366,4/13/2016 16:00,4/13/2016,4:00:00 PM,71,10,0.166667
1503960366,4/13/2016 17:00,4/13/2016,5:00:00 PM,87,23,0.383333
1503960366,4/13/2016 18:00,4/13/2016,6:00:00 PM,118,25,0.416667
1503960366,4/13/2016 19:00,4/13/2016,7:00:00 PM,73,13,0.216667
1503960366,4/13/2016 20:00,4/13/2016,8:00:00 PM,47,0,0
1503960366,4/13/2016 21:00,4/13/2016,9:00:00 PM,48,0,0
1503960366,4/13/2016 22:00,4/13/2016,10:00:00 PM,74,11,0.183333
1503960366,4/13/2016 23:00,4/13/2016,11:00:00 PM,135,56,0.933333
1503960366,4/14/2016 0:00,4/14/2016,12:00:00 AM,56,4,0.066667
1503960366,4/14/2016 1:00,4/14/2016,1:00:00 AM,54,3,0.05
1503960366,4/14/2016 2:00,4/14/2016,2:00:00 AM,47,0,0
1503960366,4/14/2016 3:00,4/14/2016,3:00:00 AM,47,0,0
1503960366,4/14/2016 4:00,4/14/2016,4:00:00 AM,47,0,0
1503960366,4/14/2016 5:00,4/14/2016,5:00:00 AM,47,0,0
1503960366,4/14/2016 6:00,4/14/2016,6:00:00 AM,47,0,0
1503960366,4/14/2016 7:00,4/14/2016,7:00:00 AM,47,0,0
1503960366,4/14/2016 8:00,4/14/2016,8:00:00 AM,47,0,0
1503960366,4/14/2016 9:00,4/14/2016,9:00:00 AM,93,14,0.233333
1503960366,4/14/2016 10:00,4/14/2016,10:00:00 AM,109,23,0.383333
1503960366,4/14/2016 11:00,4/14/2016,11:00:00 AM,64,7,0.116667
1503960366,4/14/2016 12:00,4/14/2016,12:00:00 PM,85,18,0.3
1503960366,4/14/2016 13:00,4/14/2016,1:00:00 PM,137,54,0.9
1503960366,4/14/2016 14:00,4/14/2016,2:00:00 PM,113,22,0.366667
1503960366,4/14/2016 15:00,4/14/2016,3:00:00 PM,66,7,0.116667
1503960366,4/14/2016 16:00,4/14/2016,4:00:00 PM,88,25,0.416667
1503960366,4/14/2016 17:00,4/14/2016,5:00:00 PM,61,5,0.083333
1503960366,4/14/2016 18:00,4/14/2016,6:00:00 PM,72,12,0.2
1503960366,4/14/2016 19:00,4/14/2016,7:00:00 PM,55,1,0.016667
1503960366,4/14/2016 20:00,4/14/2016,8:00:00 PM,91,24,0.4
1503960366,4/14/2016 21:00,4/14/2016,9:00:00 PM,174,57,0.95
1503960366,4/14/2016 22:00,4/14/2016,10:00:00 PM,79,17,0.283333
1503960366,4/14/2016 23:00,4/14/2016,11:00:00 PM,50,0,0
1503960366,4/15/2016 0:00,4/15/2016,12:00:00 AM,60,6,0.1
1503960366,4/15/2016 1:00,4/15/2016,1:00:00 AM,58,5,0.083333
1503960366,4/15/2016 2:00,4/15/2016,2:00:00 AM,59,7,0.116667
1503960366,4/15/2016 3:00,4/15/2016,3:00:00 AM,47,0,0
1503960366,4/15/2016 4:00,4/15/2016,4:00:00 AM,47,0,0
1503960366,4/15/2016 5:00,4/15/2016,5:00:00 AM,49,1,0.016667
1503960366,4/15/2016 6:00,4/15/2016,6:00:00 AM,47,0,0
1503960366,4/15/2016 7:00,4/15/2016,7:00:00 AM,49,1,0.016667
1503960366,4/15/2016 8:00,4/15/2016,8:00:00 AM,54,5,0.083333
1503960366,4/15/2016 9:00,4/15/2016,9:00:00 AM,50,2,0.033333
1503960366,4/15/2016 10:00,4/15/2016,10:00:00 AM,63,8,0.133333
1503960366,4/15/2016 11:00,4/15/2016,11:00:00 AM,84,23,0.383333
1503960366,4/15/2016 12:00,4/15/2016,12:00:00 PM,74,13,0.216667
1503960366,4/15/2016 13:00,4/15/2016,1:00:00 PM,67,9,0.15
1503960366,4/15/2016 14:00,4/15/2016,2:00:00 PM,47,0,0
1503960366,4/15/2016 15:00,4/15/2016,3:00:00 PM,47,0,0
1503960366,4/15/2016 16:00,4/15/2016,4:00:00 PM,47,0,0
1503960366,4/15/2016 17:00,4/15/2016,5:00:00 PM,140,47,0.783333
1503960366,4/15/2016 18:00,4/15/2016,6:00:00 PM,87,22,0.366667
1503960366,4/15/2016 19:00,4/15/2016,7:00:00 PM,97,32,0.533333
1503960366,4/15/2016 20:00,4/15/2016,8:00:00 PM,64,8,0.133333
1503960366,4/15/2016 21:00,4/15/2016,9:00:00 PM,75,14,0.233333
1503960366,4/15/2016 22:00,4/15/2016,10:00:00 PM,151,66,1.1
1503960366,4/15/2016 23:00,4/15/2016,11:00:00 PM,182,95,1.583333
1503960366,4/16/2016 0:00,4/16/2016,12:00:00 AM,77,15,0.25
1503960366,4/16/2016 1:00,4/16/2016,1:00:00 AM,48,0,0
1503960366,4/16/2016 2:00,4/16/2016,2:00:00 AM,52,3,0.05
1503960366,4/16/2016 3:00,4/16/2016,3:00:00 AM,48,1,0.016667
1503960366,4/16/2016 4:00,4/16/2016,4:00:00 AM,49,1,0.016667
1503960366,4/16/2016 5:00,4/16/2016,5:00:00 AM,49,1,0.016667
1503960366,4/16/2016 6:00,4/16/2016,6:00:00 AM,48,0,0
1503960366,4/16/2016 7:00,4/16/2016,7:00:00 AM,54,4,0.066667
1503960366,4/16/2016 8:00,4/16/2016,8:00:00 AM,62,9,0.15
1503960366,4/16/2016 9:00,4/16/2016,9:00:00 AM,124,38,0.633333
1503960366,4/16/2016 10:00,4/16/2016,10:00:00 AM,110,14,0.233333
1503960366,4/16/2016 11:00,4/16/2016,11:00:00 AM,147,30,0.5
1503960366,4/16/2016 12:00,4/16/2016,12:00:00 PM,119,42,0.7
1503960366,4/16/2016 13:00,4/16/2016,1:00:00 PM,214,90,1.5
1503960366,4/16/2016 14:00,4/16/2016,2:00:00 PM,82,20,0.333333
1503960366,4/16/2016 15:00,4/16/2016,3:00:00 PM,51,0,0
1503960366,4/16/2016 16:00,4/16/2016,4:00:00 PM,54,2,0.033333
1503960366,4/16/2016 17:00,4/16/2016,5:00:00 PM,79,17,0.283333
1503960366,4/16/2016 18:00,4/16/2016,6:00:00 PM,65,10,0.166667
1503960366,4/16/2016 19:00,4/16/2016,7:00:00 PM,67,12,0.2
1503960366,4/16/2016 20:00,4/16/2016,8:00:00 PM,81,19,0.316667
1503960366,4/16/2016 21:00,4/16/2016,9:00:00 PM,75,13,0.216667
1503960366,4/16/2016 22:00,4/16/2016,10:00:00 PM,55,3,0.05
1503960366,4/16/2016 23:00,4/16/2016,11:00:00 PM,56,5,0.083333
1503960366,4/17/2016 0:00,4/17/2016,12:00:00 AM,47,0,0
1503960366,4/17/2016 1:00,4/17/2016,1:00:00 AM,48,0,0
1503960366,4/17/2016 2:00,4/17/2016,2:00:00 AM,47,0,0
1503960366,4/17/2016 3:00,4/17/2016,3:00:00 AM,49,1,0.016667
1503960366,4/17/2016 4:00,4/17/2016,4:00:00 AM,48,0,0
1503960366,4/17/2016 5:00,4/17/2016,5:00:00 AM,48,0,0
1503960366,4/17/2016 6:00,4/17/2016,6:00:00 AM,48,0,0
1503960366,4/17/2016 7:00,4/17/2016,7:00:00 AM,48,0,0
1503960366,4/17/2016 8:00,4/17/2016,8:00:00 AM,48,0,0
1503960366,4/17/2016 9:00,4/17/2016,9:00:00 AM,48,0,0
1503960366,4/17/2016 10:00,4/17/2016,10:00:00 AM,47,0,0
1503960366,4/17/2016 11:00,4/17/2016,11:00:00 AM,63,9,0.15
1503960366,4/17/2016 12:00,4/17/2016,12:00:00 PM,76,18,0.3
1503960366,4/17/2016 13:00,4/17/2016,1:00:00 PM,83,23,0.383333
1503960366,4/17/2016 14:00,4/17/2016,2:00:00 PM,69,10,0.166667
1503960366,4/17/2016 15:00,4/17/2016,3:00:00 PM,73,13,0.216667
1503960366,4/17/2016 16:00,4/17/2016,4:00:00 PM,57,2,0.033333
1503960366,4/17/2016 17:00,4/17/2016,5:00:00 PM,174,71,1.183333
1503960366,4/17/2016 18:00,4/17/2016,6:00:00 PM,136,39,0.65
1503960366,4/17/2016 19:00,4/17/2016,7:00:00 PM,95,24,0.4
1503960366,4/17/2016 20:00,4/17/2016,8:00:00 PM,191,87,1.45
1503960366,4/17/2016 21:00,4/17/2016,9:00:00 PM,79,16,0.266667
1503960366,4/17/2016 22:00,4/17/2016,10:00:00 PM,58,5,0.083333
1503960366,4/17/2016 23:00,4/17/2016,11:00:00 PM,50,0,0
1503960366,4/18/2016 0:00,4/18/2016,12:00:00 AM,82,21,0.35
1503960366,4/18/2016 1:00,4/18/2016,1:00:00 AM,48,0,0
1503960366,4/18/2016 2:00,4/18/2016,2:00:00 AM,47,0,0
1503960366,4/18/2016 3:00,4/18/2016,3:00:00 AM,47,0,0
1503960366,4/18/2016 4:00,4/18/2016,4:00:00 AM,47,0,0
1503960366,4/18/2016 5:00,4/18/2016,5:00:00 AM,47,0,0
1503960366,4/18/2016 6:00,4/18/2016,6:00:00 AM,47,0,0
1503960366,4/18/2016 7:00,4/18/2016,7:00:00 AM,47,0,0
1503960366,4/18/2016 8:00,4/18/2016,8:00:00 AM,47,0,0
1503960366,4/18/2016 9:00,4/18/2016,9:00:00 AM,133,39,0.65
1503960366,4/18/2016 10:00,4/18/2016,10:00:00 AM,81,17,0.283333
1503960366,4/18/2016 11:00,4/18/2016,11:00:00 AM,73,15,0.25
1503960366,4/18/2016 12:00,4/18/2016,12:00:00 PM,118,40,0.666667
1503960366,4/18/2016 13:00,4/18/2016,1:00:00 PM,70,9,0.15
1503960366,4/18/2016 14:00,4/18/2016,2:00:00 PM,64,7,0.116667
1503960366,4/18/2016 15:00,4/18/2016,3:00:00 PM,80,14,0.233333
1503960366,4/18/2016 16:00,4/18/2016,4:00:00 PM,78,17,0.283333
1503960366,4/18/2016 17:00,4/18/2016,5:00:00 PM,79,18,0.3
1503960366,4/18/2016 18:00,4/18/2016,6:00:00 PM,234,114,1.9
1503960366,4/18/2016 19:00,4/18/2016,7:00:00 PM,157,30,0.5
1503960366,4/18/2016 20:00,4/18/2016,8:00:00 PM,57,2,0.033333
1503960366,4/18/2016 21:00,4/18/2016,9:00:00 PM,68,11,0.183333
1503960366,4/18/2016 22:00,4/18/2016,10:00:00 PM,86,19,0.316667
1503960366,4/18/2016 23:00,4/18/2016,11:00:00 PM,83,18,0.3
1503960366,4/19/2016 0:00,4/19/2016,12:00:00 AM,47,0,0
1503960366,4/19/2016 1:00,4/19/2016,1:00:00 AM,49,1,0.016667
1503960366,4/19/2016 2:00,4/19/2016,2:00:00 AM,47,0,0
1503960366,4/19/2016 3:00,4/19/2016,3:00:00 AM,50,2,0.033333
1503960366,4/19/2016 4:00,4/19/2016,4:00:00 AM,47,0,0
1503960366,4/19/2016 5:00,4/19/2016,5:00:00 AM,47,0,0
1503960366,4/19/2016 6:00,4/19/2016,6:00:00 AM,49,1,0.016667
1503960366,4/19/2016 7:00,4/19/2016,7:00:00 AM,75,19,0.316667
1503960366,4/19/2016 8:00,4/19/2016,8:00:00 AM,130,38,0.633333
1503960366,4/19/2016 9:00,4/19/2016,9:00:00 AM,79,16,0.266667
1503960366,4/19/2016 10:00,4/19/2016,10:00:00 AM,75,16,0.266667
1503960366,4/19/2016 11:00,4/19/2016,11:00:00 AM,72,13,0.216667
1503960366,4/19/2016 12:00,4/19/2016,12:00:00 PM,143,61,1.016667
1503960366,4/19/2016 13:00,4/19/2016,1:00:00 PM,171,65,1.083333
1503960366,4/19/2016 14:00,4/19/2016,2:00:00 PM,76,12,0.2
1503960366,4/19/2016 15:00,4/19/2016,3:00:00 PM,72,12,0.2
1503960366,4/19/2016 16:00,4/19/2016,4:00:00 PM,71,9,0.15
1503960366,4/19/2016 17:00,4/19/2016,5:00:00 PM,90,13,0.216667
1503960366,4/19/2016 18:00,4/19/2016,6:00:00 PM,120,30,0.5
1503960366,4/19/2016 19:00,4/19/2016,7:00:00 PM,93,31,0.516667
1503960366,4/19/2016 20:00,4/19/2016,8:00:00 PM,159,69,1.15
1503960366,4/19/2016 21:00,4/19/2016,9:00:00 PM,94,16,0.266667
1503960366,4/19/2016 22:00,4/19/2016,10:00:00 PM,58,4,0.066667
1503960366,4/19/2016 23:00,4/19/2016,11:00:00 PM,120,48,0.8
1503960366,4/20/2016 0:00,4/20/2016,12:00:00 AM,54,2,0.033333
1503960366,4/20/2016 1:00,4/20/2016,1:00:00 AM,53,2,0.033333
1503960366,4/20/2016 2:00,4/20/2016,2:00:00 AM,47,0,0
1503960366,4/20/2016 3:00,4/20/2016,3:00:00 AM,48,0,0
1503960366,4/20/2016 4:00,4/20/2016,4:00:00 AM,48,0,0
1503960366,4/20/2016 5:00,4/20/2016,5:00:00 AM,47,0,0
1503960366,4/20/2016 6:00,4/20/2016,6:00:00 AM,48,0,0
1503960366,4/20/2016 7:00,4/20/2016,7:00:00 AM,51,3,0.05
1503960366,4/20/2016 8:00,4/20/2016,8:00:00 AM,70,14,0.233333
1503960366,4/20/2016 9:00,4/20/2016,9:00:00 AM,144,50,0.833333
1503960366,4/20/2016 10:00,4/20/2016,10:00:00 AM,79,13,0.216667
1503960366,4/20/2016 11:00,4/20/2016,11:00:00 AM,58,1,0.016667
1503960366,4/20/2016 12:00,4/20/2016,12:00:00 PM,64,8,0.133333
1503960366,4/20/2016 13:00,4/20/2016,1:00:00 PM,61,5,0.083333
1503960366,4/20/2016 14:00,4/20/2016,2:00:00 PM,113,39,0.65
1503960366,4/20/2016 15:00,4/20/2016,3:00:00 PM,97,21,0.35
1503960366,4/20/2016 16:00,4/20/2016,4:00:00 PM,70,11,0.183333
1503960366,4/20/2016 17:00,4/20/2016,5:00:00 PM,57,2,0.033333
1503960366,4/20/2016 18:00,4/20/2016,6:00:00 PM,114,32,0.533333
1503960366,4/20/2016 19:00,4/20/2016,7:00:00 PM,117,36,0.6
1503960366,4/20/2016 20:00,4/20/2016,8:00:00 PM,80,12,0.2
1503960366,4/20/2016 21:00,4/20/2016,9:00:00 PM,83,22,0.366667
1503960366,4/20/2016 22:00,4/20/2016,10:00:00 PM,62,7,0.116667
1503960366,4/20/2016 23:00,4/20/2016,11:00:00 PM,120,33,0.55
1503960366,4/21/2016 0:00,4/21/2016,12:00:00 AM,54,2,0.033333
1503960366,4/21/2016 1:00,4/21/2016,1:00:00 AM,61,8,0.133333
1503960366,4/21/2016 2:00,4/21/2016,2:00:00 AM,55,5,0.083333
1503960366,4/21/2016 3:00,4/21/2016,3:00:00 AM,48,0,0
1503960366,4/21/2016 4:00,4/21/2016,4:00:00 AM,47,0,0
1503960366,4/21/2016 5:00,4/21/2016,5:00:00 AM,47,0,0
1503960366,4/21/2016 6:00,4/21/2016,6:00:00 AM,48,0,0
1503960366,4/21/2016 7:00,4/21/2016,7:00:00 AM,52,3,0.05
1503960366,4/21/2016 8:00,4/21/2016,8:00:00 AM,71,15,0.25
1503960366,4/21/2016 9:00,4/21/2016,9:00:00 AM,133,26,0.433333
1503960366,4/21/2016 10:00,4/21/2016,10:00:00 AM,77,16,0.266667
1503960366,4/21/2016 11:00,4/21/2016,11:00:00 AM,55,0,0
1503960366,4/21/2016 12:00,4/21/2016,12:00:00 PM,73,11,0.183333
1503960366,4/21/2016 13:00,4/21/2016,1:00:00 PM,113,25,0.416667
1503960366,4/21/2016 14:00,4/21/2016,2:00:00 PM,58,2,0.033333
1503960366,4/21/2016 15:00,4/21/2016,3:00:00 PM,68,8,0.133333
1503960366,4/21/2016 16:00,4/21/2016,4:00:00 PM,60,4,0.066667
1503960366,4/21/2016 17:00,4/21/2016,5:00:00 PM,60,5,0.083333
1503960366,4/21/2016 18:00,4/21/2016,6:00:00 PM,69,9,0.15
1503960366,4/21/2016 19:00,4/21/2016,7:00:00 PM,64,8,0.133333
1503960366,4/21/2016 20:00,4/21/2016,8:00:00 PM,213,92,1.533333
1503960366,4/21/2016 21:00,4/21/2016,9:00:00 PM,104,21,0.35
1503960366,4/21/2016 22:00,4/21/2016,10:00:00 PM,63,9,0.15
1503960366,4/21/2016 23:00,4/21/2016,11:00:00 PM,84,15,0.25
1503960366,4/22/2016 0:00,4/22/2016,12:00:00 AM,47,0,0
1503960366,4/22/2016 1:00,4/22/2016,1:00:00 AM,47,0,0
1503960366,4/22/2016 2:00,4/22/2016,2:00:00 AM,47,0,0
1503960366,4/22/2016 3:00,4/22/2016,3:00:00 AM,47,0,0
1503960366,4/22/2016 4:00,4/22/2016,4:00:00 AM,47,0,0
1503960366,4/22/2016 5:00,4/22/2016,5:00:00 AM,47,0,0
1503960366,4/22/2016 6:00,4/22/2016,6:00:00 AM,47,0,0
1503960366,4/22/2016 7:00,4/22/2016,7:00:00 AM,47,0,0
1503960366,4/22/2016 8:00,4/22/2016,8:00:00 AM,47,0,0
1503960366,4/22/2016 9:00,4/22/2016,9:00:00 AM,65,13,0.216667
1503960366,4/22/2016 10:00,4/22/2016,10:00:00 AM,54,2,0.033333
1503960366,4/22/2016 11:00,4/22/2016,11:00:00 AM,102,34,0.566667
1503960366,4/22/2016 12:00,4/22/2016,12:00:00 PM,57,2,0.033333
1503960366,4/22/2016 13:00,4/22/2016,1:00:00 PM,60,4,0.066667
1503960366,4/22/2016 14:00,4/22/2016,2:00:00 PM,54,0,0
1503960366,4/22/2016 15:00,4/22/2016,3:00:00 PM,66,10,0.166667
1503960366,4/22/2016 16:00,4/22/2016,4:00:00 PM,58,4,0.066667
1503960366,4/22/2016 17:00,4/22/2016,5:00:00 PM,104,18,0.3
1503960366,4/22/2016 18:00,4/22/2016,6:00:00 PM,87,23,0.383333
1503960366,4/22/2016 19:00,4/22/2016,7:00:00 PM,82,16,0.266667
1503960366,4/22/2016 20:00,4/22/2016,8:00:00 PM,71,13,0.216667
1503960366,4/22/2016 21:00,4/22/2016,9:00:00 PM,311,159,2.65
1503960366,4/22/2016 22:00,4/22/2016,10:00:00 PM,95,30,0.5
1503960366,4/22/2016 23:00,4/22/2016,11:00:00 PM,136,54,0.9
1503960366,4/23/2016 0:00,4/23/2016,12:00:00 AM,63,9,0.15
1503960366,4/23/2016 1:00,4/23/2016,1:00:00 AM,47,0,0
1503960366,4/23/2016 2:00,4/23/2016,2:00:00 AM,49,1,0.016667
1503960366,4/23/2016 3:00,4/23/2016,3:00:00 AM,47,0,0
1503960366,4/23/2016 4:00,4/23/2016,4:00:00 AM,47,0,0
1503960366,4/23/2016 5:00,4/23/2016,5:00:00 AM,48,0,0
1503960366,4/23/2016 6:00,4/23/2016,6:00:00 AM,50,2,0.033333
1503960366,4/23/2016 7:00,4/23/2016,7:00:00 AM,48,0,0
1503960366,4/23/2016 8:00,4/23/2016,8:00:00 AM,59,8,0.133333
1503960366,4/23/2016 9:00,4/23/2016,9:00:00 AM,75,17,0.283333
1503960366,4/23/2016 10:00,4/23/2016,10:00:00 AM,56,4,0.066667
1503960366,4/23/2016 11:00,4/23/2016,11:00:00 AM,84,11,0.183333
1503960366,4/23/2016 12:00,4/23/2016,12:00:00 PM,129,49,0.816667
1503960366,4/23/2016 13:00,4/23/2016,1:00:00 PM,129,51,0.85
1503960366,4/23/2016 14:00,4/23/2016,2:00:00 PM,78,20,0.333333
1503960366,4/23/2016 15:00,4/23/2016,3:00:00 PM,73,15,0.25
1503960366,4/23/2016 16:00,4/23/2016,4:00:00 PM,140,52,0.866667
1503960366,4/23/2016 17:00,4/23/2016,5:00:00 PM,121,26,0.433333
1503960366,4/23/2016 18:00,4/23/2016,6:00:00 PM,173,66,1.1
1503960366,4/23/2016 19:00,4/23/2016,7:00:00 PM,51,2,0.033333
1503960366,4/23/2016 20:00,4/23/2016,8:00:00 PM,63,9,0.15
1503960366,4/23/2016 21:00,4/23/2016,9:00:00 PM,162,54,0.9
1503960366,4/23/2016 22:00,4/23/2016,10:00:00 PM,96,25,0.416667
1503960366,4/23/2016 23:00,4/23/2016,11:00:00 PM,60,6,0.1
1503960366,4/24/2016 0:00,4/24/2016,12:00:00 AM,66,10,0.166667
1503960366,4/24/2016 1:00,4/24/2016,1:00:00 AM,54,2,0.033333
1503960366,4/24/2016 2:00,4/24/2016,2:00:00 AM,48,0,0
1503960366,4/24/2016 3:00,4/24/2016,3:00:00 AM,48,0,0
1503960366,4/24/2016 4:00,4/24/2016,4:00:00 AM,49,1,0.016667
1503960366,4/24/2016 5:00,4/24/2016,5:00:00 AM,48,0,0
1503960366,4/24/2016 6:00,4/24/2016,6:00:00 AM,49,1,0.016667
1503960366,4/24/2016 7:00,4/24/2016,7:00:00 AM,47,0,0
1503960366,4/24/2016 8:00,4/24/2016,8:00:00 AM,49,1,0.016667
1503960366,4/24/2016 9:00,4/24/2016,9:00:00 AM,59,8,0.133333
1503960366,4/24/2016 10:00,4/24/2016,10:00:00 AM,90,26,0.433333
1503960366,4/24/2016 11:00,4/24/2016,11:00:00 AM,67,12,0.2
1503960366,4/24/2016 12:00,4/24/2016,12:00:00 PM,82,12,0.2
1503960366,4/24/2016 13:00,4/24/2016,1:00:00 PM,74,12,0.2
1503960366,4/24/2016 14:00,4/24/2016,2:00:00 PM,52,1,0.016667
1503960366,4/24/2016 15:00,4/24/2016,3:00:00 PM,52,2,0.033333
1503960366,4/24/2016 16:00,4/24/2016,4:00:00 PM,102,29,0.483333
1503960366,4/24/2016 17:00,4/24/2016,5:00:00 PM,86,25,0.416667
1503960366,4/24/2016 18:00,4/24/2016,6:00:00 PM,115,40,0.666667
1503960366,4/24/2016 19:00,4/24/2016,7:00:00 PM,270,131,2.183333
1503960366,4/24/2016 20:00,4/24/2016,8:00:00 PM,76,18,0.3
1503960366,4/24/2016 21:00,4/24/2016,9:00:00 PM,74,17,0.283333
1503960366,4/24/2016 22:00,4/24/2016,10:00:00 PM,61,7,0.116667
1503960366,4/24/2016 23:00,4/24/2016,11:00:00 PM,72,10,0.166667
1503960366,4/25/2016 0:00,4/25/2016,12:00:00 AM,62,8,0.133333
1503960366,4/25/2016 1:00,4/25/2016,1:00:00 AM,53,3,0.05
1503960366,4/25/2016 2:00,4/25/2016,2:00:00 AM,57,6,0.1
1503960366,4/25/2016 3:00,4/25/2016,3:00:00 AM,47,0,0
1503960366,4/25/2016 4:00,4/25/2016,4:00:00 AM,50,2,0.033333
1503960366,4/25/2016 5:00,4/25/2016,5:00:00 AM,49,1,0.016667
1503960366,4/25/2016 6:00,4/25/2016,6:00:00 AM,47,0,0
1503960366,4/25/2016 7:00,4/25/2016,7:00:00 AM,52,3,0.05
1503960366,4/25/2016 8:00,4/25/2016,8:00:00 AM,83,22,0.366667
1503960366,4/25/2016 9:00,4/25/2016,9:00:00 AM,146,46,0.766667
1503960366,4/25/2016 10:00,4/25/2016,10:00:00 AM,73,12,0.2
1503960366,4/25/2016 11:00,4/25/2016,11:00:00 AM,121,24,0.4
1503960366,4/25/2016 12:00,4/25/2016,12:00:00 PM,92,19,0.316667
1503960366,4/25/2016 13:00,4/25/2016,1:00:00 PM,75,13,0.216667
1503960366,4/25/2016 14:00,4/25/2016,2:00:00 PM,62,5,0.083333
1503960366,4/25/2016 15:00,4/25/2016,3:00:00 PM,76,13,0.216667
1503960366,4/25/2016 16:00,4/25/2016,4:00:00 PM,71,10,0.166667
1503960366,4/25/2016 17:00,4/25/2016,5:00:00 PM,67,8,0.133333
1503960366,4/25/2016 18:00,4/25/2016,6:00:00 PM,61,6,0.1
1503960366,4/25/2016 19:00,4/25/2016,7:00:00 PM,182,86,1.433333
1503960366,4/25/2016 20:00,4/25/2016,8:00:00 PM,95,30,0.5
1503960366,4/25/2016 21:00,4/25/2016,9:00:00 PM,267,132,2.2
1503960366,4/25/2016 22:00,4/25/2016,10:00:00 PM,68,11,0.183333
1503960366,4/25/2016 23:00,4/25/2016,11:00:00 PM,54,3,0.05
1503960366,4/26/2016 0:00,4/26/2016,12:00:00 AM,56,4,0.066667
1503960366,4/26/2016 1:00,4/26/2016,1:00:00 AM,66,11,0.183333
1503960366,4/26/2016 2:00,4/26/2016,2:00:00 AM,51,0,0
1503960366,4/26/2016 3:00,4/26/2016,3:00:00 AM,64,11,0.183333
1503960366,4/26/2016 4:00,4/26/2016,4:00:00 AM,48,0,0
1503960366,4/26/2016 5:00,4/26/2016,5:00:00 AM,49,1,0.016667
1503960366,4/26/2016 6:00,4/26/2016,6:00:00 AM,48,0,0
1503960366,4/26/2016 7:00,4/26/2016,7:00:00 AM,52,3,0.05
1503960366,4/26/2016 8:00,4/26/2016,8:00:00 AM,67,13,0.216667
1503960366,4/26/2016 9:00,4/26/2016,9:00:00 AM,139,31,0.516667
1503960366,4/26/2016 10:00,4/26/2016,10:00:00 AM,92,22,0.366667
1503960366,4/26/2016 11:00,4/26/2016,11:00:00 AM,78,17,0.283333
